,Brier Score
task_1,0.1297187611249555
task_2,0.13718078794351488
task_3,0.1392981445699564
task_4,0.24146213283930174
task_5,0.12792155915576695
task_6,0.05067476801620271
task_7,0.11757204076287704
task_8,0.04325620602142974
