,Brier Score
task_1,0.9168378582499142
task_2,1.3269162703682318
task_3,0.6532553828375156
task_4,0.7913585904057511
task_5,0.6704444501314304
task_6,0.6677290916768889
task_7,0.604609992121431
task_8,1.2512943443035915
