,Brier Score
task_1,0.7023785978930159
task_2,0.33239059636354046
task_3,0.4791259257803415
task_4,0.45457557058660664
task_5,0.40872592065187296
task_6,0.45874207243911763
task_7,0.2950980973853882
task_8,0.4501315173134435
