,Brier Score
task_1,0.7622193995249515
task_2,0.8496956740785121
task_3,0.917766764615587
task_4,0.97677462023936
task_5,0.975935978902776
task_6,1.158085467691392
task_7,0.8056438479543799
task_8,0.49274074074074065
