,Brier Score
task_1,0.17102034925674703
task_2,0.10355792257590636
task_3,0.07581218257978808
task_4,0.15401745643277046
task_5,0.14075873005942477
task_6,0.08514645527632538
task_7,0.11935984318787574
task_8,0.22319320037868154
