,Brier Score
task_1,0.5309878490097182
task_2,0.4136086563817667
task_3,0.7485157024793389
task_4,0.7534611570247934
task_5,0.5729388429752066
task_6,0.5469289256198346
task_7,0.32310082644628096
task_8,0.8081943630454472
