,Brier Score
task_1,0.3293968743803292
task_2,0.4401909205829863
task_3,0.3622688627800912
task_4,0.5538777120315582
task_5,0.29940908577665704
task_6,0.4897107531333509
task_7,0.42766789616972156
task_8,0.6065246548323472
