,Brier Score
task_1,1.2457228645140839
task_2,0.5711718853217069
task_3,0.7407402913603016
task_4,0.6411441905980654
task_5,0.9991578222228951
task_6,1.0681089100535526
task_7,1.29876242568371
task_8,0.652890625
