,Brier Score
task_1,0.9298912207776747
task_2,0.7772579637829349
task_3,0.6575971376676005
task_4,1.083714682512579
task_5,1.3704029456925209
task_6,0.7163201430569949
task_7,1.9070618141236286
task_8,0.689214631522324
