,Brier Score
task_1,0.9404914618908788
task_2,1.0377850226775536
task_3,1.090228129339417
task_4,0.7276065936694582
task_5,0.8368392084691394
task_6,0.8130690921394382
task_7,0.6401329378065262
task_8,1.310610936903012
