,Brier Score
task_1,0.5928330578512397
task_2,0.6504501385041552
task_3,0.8429820907955017
task_4,0.7916001292878607
task_5,0.8546220958729532
task_6,0.8937174211248287
task_7,1.0951005848237036
task_8,1.1624952741020795
