,Brier Score
task_1,0.883700276303671
task_2,0.803882665364305
task_3,0.7550074209229178
task_4,0.8515690101311346
task_5,0.7568478801815216
task_6,0.8301265491419871
task_7,0.8926469637198474
task_8,0.9004463275237663
