,Brier Score
task_1,0.34903877769314967
task_2,0.6035055272108844
task_3,0.5986520771857836
task_4,0.41588702781550224
task_5,0.5793112244897959
task_6,0.6118173968445585
task_7,0.5784226812392615
task_8,0.4672369904129887
